x,y,t,p
69,81,403984360,1
50,90,403984373,1
115,137,403984383,-1
61,85,403984383,-1
49,71,403984386,-1
44,93,403984387,-1
47,149,403984387,-1
61,80,403984390,-1
65,72,403984416,1
99,144,403984429,1
78,150,403984439,1
46,46,403984458,1
69,71,403984459,1
83,90,403984474,1
58,75,403984475,-1
41,39,403984476,1
17,73,403984484,-1
27,96,403984490,-1
67,139,403984491,-1
113,127,403984493,-1
16,44,403984498,-1
114,140,403984499,1
52,90,403984499,1
25,24,403984503,1
32,39,403984518,1
85,94,403984521,1
68,133,403984523,-1
40,178,403984530,-1
48,96,403984578,-1
26,78,403984578,-1
83,127,403984585,-1
97,111,403984586,-1
38,86,403984590,-1
79,159,403984599,1
63,69,403984604,1
44,92,403984607,-1
66,71,403984619,1
39,40,403984620,1
110,145,403984625,1
50,54,403984632,1
113,138,403984643,-1
109,151,403984655,1
63,84,403984665,-1
21,69,403984667,-1
32,81,403984673,-1
96,149,403984677,-1
26,71,403984681,-1
46,60,403984686,-1
56,72,403984693,-1
77,83,403984703,1
63,72,403984707,1
108,148,403984711,1
62,129,403984714,-1
25,25,403984718,1
32,21,403984723,1
73,78,403984724,1
61,69,403984726,1
104,159,403984732,1
78,155,403984744,1
57,74,403984748,-1
19,66,403984759,-1
65,81,403984766,-1
70,102,403984786,-1
64,150,403984809,1
33,32,403984819,1
44,39,403984823,1
81,145,403984831,1
109,143,403984838,-1
68,106,403984843,-1
57,73,403984844,-1
72,163,403984845,-1
103,147,403984845,-1
28,78,403984847,-1
63,85,403984849,-1
17,36,403984850,-1
44,142,403984852,-1
20,51,403984852,-1
80,144,403984855,1
21,71,403984860,-1
34,44,403984865,1
82,139,403984874,1
64,151,403984890,1
45,90,403984894,1
80,159,403984895,1
106,154,403984896,1
53,89,403984914,1
28,71,403984931,-1
43,91,403984935,-1
28,77,403984937,-1
19,67,403984968,-1
115,136,403984969,1
51,89,403984969,1
57,71,403984983,1
66,70,403984983,1
91,148,403984988,1
71,74,403984992,1
114,134,403984994,1
48,44,403984995,1
65,123,403985003,-1
81,140,403985016,1
113,139,403985024,1
35,72,403985028,-1
16,46,403985033,-1
67,146,403985037,-1
31,80,403985041,-1
44,89,403985055,1
105,145,403985056,1
49,43,403985102,1
65,70,403985103,1
80,136,403985107,1
71,167,403985117,1
30,79,403985121,-1
56,77,403985122,-1
87,108,403985126,-1
63,112,403985129,-1
21,37,403985129,-1
105,149,403985130,-1
77,150,403985149,1
84,97,403985159,1
73,77,403985182,1
63,83,403985203,-1
32,38,403985207,1
72,169,403985209,1
41,88,403985213,-1
75,163,403985220,-1
80,86,403985221,1
100,154,403985221,-1
101,148,403985223,-1
45,93,403985234,-1
95,148,403985245,1
78,138,403985247,-1
42,39,403985257,1
82,146,403985263,1
26,74,403985266,-1
78,165,403985282,1
58,69,403985294,1
78,154,403985295,1
77,149,403985307,-1
60,86,403985312,-1
65,113,403985313,1
64,82,403985314,-1
45,50,403985315,-1
18,66,403985317,-1
79,85,403985318,1
20,67,403985325,-1
93,149,403985331,-1
70,120,403985341,-1
63,114,403985342,1
46,92,403985344,-1
48,89,403985360,1
65,138,403985369,1
68,69,403985375,1
45,89,403985380,1
38,89,403985418,-1
69,141,403985420,-1
105,158,403985439,-1
46,90,403985452,1
75,80,403985460,1
33,42,403985474,1
32,37,403985518,1
37,60,403985520,-1
26,70,403985521,-1
69,110,403985521,1
44,50,403985528,-1
47,89,403985528,1
19,49,403985531,-1
33,21,403985535,1
113,140,403985538,-1
113,140,403985540,-1
17,59,403985546,-1
35,42,403985556,1
57,70,403985565,1
63,157,403985571,1
66,78,403985575,1
71,152,403985577,1
44,45,403985584,1
32,43,403985587,1
85,92,403985601,1
108,142,403985602,1
67,77,403985603,1
80,140,403985615,1
46,89,403985619,1
43,92,403985645,-1
19,27,403985648,1
65,69,403985671,1
33,41,403985672,1
112,140,403985673,1
22,69,403985714,-1
27,55,403985715,-1
67,134,403985720,-1
47,95,403985724,-1
58,77,403985754,-1
93,172,403985762,-1
70,125,403985768,-1
49,48,403985787,1
47,45,403985802,1
59,69,403985812,1
28,75,403985818,-1
43,88,403985818,1
42,90,403985819,-1
76,155,403985823,-1
111,141,403985823,1
50,53,403985839,1
55,90,403985851,-1
87,148,403985894,1
28,22,403985900,1
78,149,403985901,1
78,156,403985910,1
44,91,403985913,-1
17,35,403985920,-1
67,141,403985929,-1
55,88,403985935,1
13,173,403985936,-1
64,72,403985937,1
17,60,403985940,-1
47,90,403985944,1
49,62,403985959,1
99,164,403985972,-1
89,95,403985980,1
106,155,403985984,1
34,24,403985991,1
69,121,403986006,-1
80,145,403986034,1
49,88,403986041,1
81,143,403986056,1
112,144,403986063,1
34,26,403986083,1
48,90,403986094,1
15,161,403986104,-1
33,81,403986110,-1
18,65,403986114,-1
65,82,403986115,-1
27,77,403986116,-1
76,81,403986120,1
36,84,403986121,-1
82,152,403986136,1
21,68,403986139,-1
45,39,403986141,1
81,87,403986160,1
80,138,403986171,1
29,21,403986172,1
62,69,403986172,1
38,58,403986189,1
45,91,403986192,-1
110,2,403986199,-1
58,74,403986200,-1
59,87,403986214,-1
64,69,403986214,1
99,109,403986217,-1
23,23,403986236,1
79,158,403986245,1
34,42,403986245,1
78,152,403986256,1
61,76,403986280,1
40,39,403986281,1
42,87,403986289,1
110,139,403986300,1
48,93,403986301,-1
59,78,403986305,-1
89,177,403986307,-1
59,77,403986318,-1
81,150,403986337,1
66,103,403986348,-1
81,141,403986369,1
75,81,403986396,1
20,24,403986402,1
27,76,403986409,-1
74,78,403986411,1
41,92,403986414,-1
67,152,403986415,-1
77,161,403986429,1
47,42,403986434,1
78,153,403986436,1
114,136,403986451,1
66,72,403986466,1
42,71,403986475,-1
100,110,403986482,-1
114,135,403986485,1
31,45,403986493,1
69,70,403986501,1
45,92,403986502,-1
80,137,403986503,1
62,111,403986511,-1
46,41,403986543,1
60,70,403986544,1
49,53,403986549,1
56,87,403986552,1
84,147,403986572,1
110,143,403986579,1
113,137,403986584,1
62,72,403986590,1
60,78,403986591,-1
17,56,403986594,-1
103,160,403986621,1
68,77,403986633,1
77,152,403986675,1
77,84,403986677,1
17,63,403986692,-1
48,94,403986693,-1
105,146,403986706,-1
58,89,403986706,-1
16,45,403986708,-1
56,70,403986723,1
47,43,403986726,1
84,156,403986749,1
70,72,403986760,1
59,70,403986778,1
44,88,403986779,1
17,64,403986780,-1
38,40,403986791,1
59,76,403986799,-1
60,87,403986803,-1
62,85,403986804,-1
69,135,403986812,-1
20,48,403986813,-1
34,25,403986823,1
36,41,403986866,1
80,139,403986879,1
109,140,403986883,1
20,68,403986891,-1
17,58,403986895,-1
24,71,403986901,-1
60,69,403986904,1
17,37,403986908,-1
68,124,403986910,-1
57,131,403986911,-1
65,74,403986935,1
101,136,403986949,-1
32,20,403986953,1
43,87,403986955,1
80,147,403986964,1
43,38,403987000,1
69,73,403987001,1
60,80,403987004,-1
57,73,403987005,-1
76,154,403987015,-1
93,148,403987016,1
83,91,403987028,1
48,43,403987058,1
30,51,403987059,1
49,63,403987077,1
61,68,403987084,1
59,85,403987086,1
65,71,403987090,1
93,176,403987092,1
55,72,403987107,-1
28,76,403987108,-1
27,87,403987110,-1
21,70,403987111,-1
58,107,403987112,-1
84,91,403987112,1
62,112,403987117,-1
68,131,403987117,-1
50,94,403987119,-1
57,75,403987122,-1
80,141,403987123,1
82,124,403987138,-1
57,69,403987145,1
25,31,403987155,1
83,149,403987162,1
114,133,403987175,1
27,68,403987203,-1
68,129,403987212,-1
51,92,403987217,-1
58,69,403987218,1
50,43,403987230,1
62,84,403987242,-1
39,39,403987259,1
101,143,403987262,1
64,70,403987267,1
52,88,403987268,1
80,135,403987268,1
67,71,403987269,1
51,53,403987288,1
44,92,403987306,-1
23,70,403987307,-1
106,125,403987307,-1
68,139,403987316,-1
46,94,403987326,-1
79,133,403987342,1
15,142,403987344,1
78,157,403987345,1
46,40,403987359,1
27,69,403987360,-1
34,22,403987371,1
30,52,403987375,1
106,156,403987381,-1
114,131,403987408,1
58,75,403987408,-1
49,90,403987409,1
51,88,403987428,1
30,56,403987432,1
45,49,403987434,-1
78,161,403987442,1
80,87,403987462,1
30,53,403987464,1
43,90,403987498,-1
114,138,403987512,1
66,141,403987517,-1
74,152,403987520,-1
56,74,403987521,-1
105,120,403987522,-1
44,38,403987523,1
27,56,403987525,-1
75,119,403987531,-1
68,71,403987541,-1
46,45,403987546,1
50,89,403987550,1
77,162,403987563,1
107,143,403987588,1
66,158,403987589,1
25,26,403987595,1
50,44,403987599,1
41,86,403987605,1
56,76,403987611,-1
31,20,403987623,1
41,38,403987632,1
43,47,403987645,1
72,75,403987645,1
56,72,403987651,-1
107,149,403987675,1
43,91,403987680,-1
99,147,403987682,1
46,93,403987695,-1
22,70,403987704,-1
82,143,403987705,1
35,82,403987707,-1
80,148,403987726,1
46,44,403987726,1
80,144,403987737,1
109,144,403987768,1
77,164,403987773,1
21,42,403987797,-1
17,62,403987797,-1
51,91,403987799,-1
59,79,403987800,-1
69,76,403987801,1
61,86,403987802,-1
33,33,403987818,1
34,81,403987819,-1
66,69,403987821,1
67,176,403987867,1
61,75,403987871,1
71,73,403987871,1
79,134,403987874,1
64,76,403987881,1
48,150,403987889,-1
77,159,403987889,1
22,37,403987898,-1
61,85,403987903,-1
58,76,403987904,-1
89,112,403987905,-1
30,78,403987906,-1
105,131,403987917,-1
30,54,403987929,1
81,144,403987930,1
85,95,403987935,1
66,74,403987956,1
49,92,403987971,-1
34,21,403987972,1
26,24,403987982,1
30,55,403987986,1
74,153,403987994,-1
45,89,403987997,1
78,136,403987999,-1
27,75,403988000,-1
107,151,403988003,1
44,91,403988007,-1
58,70,403988027,1
52,89,403988035,1
102,112,403988048,1
9,167,403988054,1
80,136,403988074,1
35,23,403988081,1
58,87,403988098,-1
81,142,403988099,1
62,83,403988106,-1
49,89,403988132,1
80,150,403988141,1
77,168,403988146,1
70,81,403988156,1
75,79,403988165,1
106,152,403988166,1
61,84,403988178,-1
103,141,403988179,1
36,59,403988195,-1
56,73,403988199,-1
19,66,403988203,-1
42,92,403988206,-1
108,149,403988230,1
78,159,403988232,1
25,23,403988248,1
30,20,403988262,-1
40,50,403988267,1
73,76,403988269,1
33,20,403988273,1
79,135,403988274,1
106,157,403988276,1
46,39,403988279,1
99,163,403988285,1
45,38,403988296,1
65,83,403988296,-1
34,41,403988297,1
56,75,403988300,-1
41,89,403988302,-1
71,162,403988302,-1
55,75,403988305,-1
37,84,403988306,-1
46,89,403988327,1
67,175,403988330,1
77,163,403988336,1
62,68,403988338,1
80,146,403988339,1
21,130,403988346,1
107,150,403988358,1
54,88,403988362,1
34,27,403988363,1
82,140,403988374,1
45,44,403988375,1
88,94,403988395,1
47,40,403988400,1
53,116,403988402,-1
67,127,403988416,-1
31,78,403988418,-1
97,151,403988462,1
78,158,403988475,-1
51,87,403988486,1
48,88,403988496,1
37,40,403988504,1
17,47,403988511,-1
32,80,403988513,-1
63,160,403988550,1
101,162,403988582,1
33,40,403988593,1
44,46,403988608,1
20,67,403988616,-1
28,58,403988620,-1
45,94,403988622,-1
47,89,403988623,1
33,71,403988628,-1
67,106,403988630,-1
60,68,403988646,1
80,140,403988653,1
80,138,403988671,1
107,154,403988680,1
113,138,403988681,-1
43,31,403988710,1
98,165,403988711,1
38,71,403988717,-1
66,75,403988742,1
17,61,403988745,-1
115,138,403988760,1
99,108,403988768,-1
101,161,403988768,1
112,142,403988776,1
24,23,403988789,1
49,87,403988802,1
112,139,403988809,1
48,95,403988811,-1
112,141,403988812,1
47,94,403988814,-1
66,133,403988817,-1
47,44,403988818,1
44,51,403988819,-1
44,88,403988821,1
28,57,403988825,-1
58,108,403988829,-1
72,92,403988829,-1
45,93,403988839,-1
110,144,403988841,-1
110,142,403988854,-1
63,68,403988855,1
39,88,403988859,-1
69,69,403988868,1
77,160,403988871,1
70,71,403988885,1
56,71,403988889,-1
112,140,403988899,1
48,42,403988902,1
57,86,403988907,1
66,80,403988911,-1
108,155,403988912,1
33,39,403988913,1
27,23,403988913,1
60,85,403988915,-1
64,82,403988916,-1
28,67,403988917,-1
108,147,403988920,1
63,112,403988922,-1
41,88,403988926,-1
64,84,403988928,-1
42,89,403988930,-1
46,91,403988930,-1
26,73,403988931,-1
49,57,403988933,-1
101,111,403988936,-1
111,141,403988937,1
108,141,403988951,1
87,153,403988958,1
80,137,403988964,1
48,89,403988967,1
34,28,403988968,1
33,43,403988975,1
80,142,403988979,1
62,77,403988993,1
57,72,403989007,-1
42,38,403989008,1
66,77,403989008,1
45,92,403989011,-1
21,40,403989018,-1
60,77,403989026,-1
58,74,403989028,-1
33,83,403989029,-1
53,88,403989029,1
103,143,403989034,-1
60,101,403989036,-1
70,127,403989037,-1
47,95,403989038,-1
49,56,403989038,-1
45,88,403989054,1
33,34,403989057,1
100,162,403989067,1
81,136,403989072,1
82,88,403989073,1
49,69,403989074,-1
77,130,403989087,1
47,39,403989092,1
107,152,403989109,1
65,81,403989116,-1
64,149,403989122,1
57,88,403989122,-1
32,19,403989128,1
58,155,403989137,-1
57,69,403989141,1
114,132,403989170,-1
26,25,403989177,1
66,70,403989179,-1
80,143,403989188,1
62,70,403989201,1
21,23,403989206,1
38,85,403989216,-1
41,48,403989216,1
96,157,403989227,-1
101,125,403989228,-1
21,67,403989229,-1
79,119,403989234,-1
66,131,403989238,-1
59,69,403989251,1
49,52,403989255,1
102,146,403989259,1
83,165,403989263,-1
35,41,403989269,1
79,146,403989278,1
50,46,403989289,1
81,138,403989304,1
55,71,403989315,-1
51,89,403989319,1
87,93,403989319,1
85,123,403989324,-1
19,71,403989325,-1
107,144,403989326,-1
63,159,403989339,1
106,154,403989346,1
49,41,403989347,1
1,139,403989348,1
50,87,403989350,1
86,152,403989357,1
62,175,403989358,1
47,88,403989364,1
57,70,403989375,1
70,82,403989381,1
61,68,403989383,1
43,89,403989390,-1
20,47,403989416,-1
61,79,403989417,-1
77,151,403989419,1
27,74,403989420,-1
64,68,403989421,1
36,82,403989422,-1
90,175,403989428,-1
41,87,403989428,-1
32,79,403989429,-1
64,112,403989429,-1
29,75,403989434,-1
78,160,403989478,1
59,68,403989488,1
78,162,403989497,1
74,169,403989506,1
56,69,403989507,1
27,70,403989511,-1
64,147,403989515,1
32,42,403989521,1
26,68,403989532,-1
17,33,403989533,-1
47,91,403989535,-1
92,158,403989552,-1
19,65,403989553,-1
42,51,403989564,-1
43,87,403989577,1
72,154,403989607,1
19,64,403989621,-1
42,90,403989621,-1
44,87,403989622,1
59,75,403989623,-1
110,2,403989634,-1
103,159,403989636,-1
43,90,403989646,-1
40,38,403989646,1
85,146,403989656,1
102,160,403989664,1
50,88,403989696,1
44,90,403989698,-1
67,76,403989701,1
58,73,403989707,-1
66,167,403989711,1
61,71,403989712,1
86,123,403989719,-1
42,86,403989724,1
70,131,403989725,-1
43,93,403989726,-1
59,76,403989726,-1
29,53,403989727,-1
29,20,403989739,1
38,39,403989743,1
113,142,403989744,1
31,85,403989744,-1
65,69,403989745,1
57,74,403989746,-1
106,153,403989751,1
48,40,403989780,1
33,38,403989787,1
109,142,403989802,-1
71,87,403989814,-1
16,53,403989817,-1
69,136,403989829,-1
65,68,403989836,1
105,139,403989838,1
49,42,403989854,1
26,26,403989864,1
25,24,403989866,1
78,166,403989897,1
45,91,403989910,-1
105,157,403989922,-1
23,71,403989927,-1
26,23,403989941,1
97,156,403989945,-1
80,141,403989952,1
68,72,403989966,1
31,19,403989970,1
52,53,403989975,1
46,38,403989980,1
63,83,403990005,-1
107,145,403990017,-1
17,55,403990017,-1
46,88,403990023,1
35,50,403990025,-1
21,72,403990031,-1
45,95,403990032,-1
22,23,403990058,1
50,52,403990060,1
34,29,403990062,1
57,73,403990072,-1
113,137,403990091,1
77,82,403990097,1
65,112,403990105,-1
33,36,403990114,1
21,68,403990119,-1
107,133,403990125,-1
50,97,403990128,-1
85,179,403990128,-1
30,19,403990144,1
73,77,403990156,1
33,19,403990162,1
55,87,403990163,1
23,22,403990164,1
66,69,403990171,1
76,157,403990179,-1
20,28,403990179,1
52,87,403990192,1
113,136,403990197,1
50,91,403990212,-1
35,22,403990213,1
90,174,403990220,-1
51,56,403990225,-1
40,88,403990229,-1
61,83,403990240,-1
71,148,403990244,-1
98,155,403990255,-1
83,143,403990256,1
82,154,403990291,1
43,37,403990300,1
85,117,403990304,-1
61,78,403990315,-1
17,45,403990316,-1
43,86,403990318,1
57,78,403990321,-1
51,57,403990326,-1
38,84,403990332,-1
61,69,403990341,1
79,136,403990360,1
70,177,403990366,1
43,49,403990371,-1
79,147,403990397,1
42,88,403990399,-1
44,91,403990417,-1
29,76,403990417,-1
89,145,403990419,-1
17,38,403990420,-1
73,85,403990421,-1
23,34,403990433,-1
78,84,403990464,1
48,91,403990471,-1
50,93,403990477,-1
106,151,403990478,1
32,36,403990511,1
23,33,403990514,-1
56,78,403990516,-1
17,54,403990519,-1
21,69,403990524,-1
23,69,403990524,-1
53,100,403990527,-1
112,126,403990528,-1
67,130,403990529,-1
109,143,403990536,1
28,74,403990543,-1
64,83,403990549,-1
74,77,403990578,1
53,87,403990587,1
79,139,403990619,1
42,37,403990620,1
55,73,403990621,-1
45,144,403990622,-1
21,22,403990640,1
67,78,403990661,1
59,88,403990668,-1
20,56,403990675,-1
62,177,403990681,1
43,46,403990695,1
34,71,403990716,-1
62,84,403990719,-1
106,126,403990719,-1
45,70,403990722,-1
27,78,403990725,-1
109,131,403990726,-1
59,80,403990776,-1
69,175,403990804,1
22,69,403990811,-1
77,119,403990814,-1
19,68,403990815,-1
47,96,403990817,-1
57,89,403990830,-1
58,69,403990852,1
79,137,403990885,1
62,83,403990893,-1
34,40,403990893,1
49,91,403990911,-1
73,89,403990912,-1
36,83,403990917,-1
33,37,403990934,1
46,93,403990935,-1
109,139,403990941,1
44,49,403990960,-1
107,148,403990991,-1
77,156,403990997,1
24,22,403991005,1
55,74,403991008,-1
79,135,403991033,1
48,151,403991034,-1
69,72,403991047,1
78,163,403991047,1
64,71,403991059,1
81,137,403991065,1
58,85,403991072,1
59,86,403991096,-1
51,55,403991097,-1
28,69,403991098,-1
95,126,403991099,-1
35,70,403991102,-1
43,89,403991106,-1
15,61,403991108,-1
75,158,403991117,-1
46,43,403991142,1
104,159,403991170,1
68,68,403991185,1
76,80,403991187,1
56,72,403991188,-1
63,109,403991200,-1
94,148,403991222,1
57,71,403991264,-1
58,72,403991269,-1
67,70,403991275,1
17,57,403991281,-1
38,56,403991283,-1
60,76,403991284,-1
66,106,403991284,-1
18,65,403991285,-1
58,68,403991286,-1
66,160,403991290,1
61,84,403991290,-1
60,68,403991293,1
60,109,403991293,1
58,68,403991293,1
87,123,403991294,-1
77,148,403991294,1
25,22,403991294,1
33,80,403991309,-1
19,79,403991322,-1
35,21,403991331,1
66,71,403991346,1
22,25,403991346,1
60,78,403991379,-1
22,68,403991381,-1
95,149,403991384,-1
57,145,403991385,-1
66,145,403991386,-1
44,143,403991395,-1
26,27,403991411,1
16,54,403991422,-1
51,43,403991434,1
52,88,403991444,1
108,145,403991450,1
36,40,403991459,1
45,90,403991463,-1
63,82,403991465,-1
75,159,403991465,-1
45,88,403991465,1
49,96,403991466,-1
60,79,403991467,-1
22,67,403991471,-1
20,66,403991474,-1
79,138,403991519,1
65,73,403991524,1
107,142,403991528,1
49,90,403991539,-1
18,64,403991549,-1
57,72,403991551,-1
77,150,403991569,1
49,88,403991604,1
51,88,403991623,1
30,77,403991627,-1
49,97,403991627,-1
38,70,403991628,-1
33,41,403991655,1
113,135,403991661,1
80,145,403991687,1
105,158,403991693,1
104,148,403991712,-1
66,143,403991716,-1
106,123,403991718,-1
76,158,403991720,-1
35,83,403991735,-1
50,42,403991746,1
19,67,403991756,-1
85,91,403991789,1
66,135,403991807,-1
54,77,403991808,-1
33,79,403991808,-1
65,100,403991816,-1
84,123,403991818,-1
39,86,403991818,-1
44,37,403991833,1
56,70,403991843,-1
42,46,403991863,1
110,121,403991875,-1
47,38,403991877,1
80,139,403991901,1
68,70,403991905,-1
59,85,403991908,-1
27,64,403991913,-1
20,65,403991914,-1
29,77,403991923,-1
111,142,403991932,1
35,24,403991945,1
78,83,403991949,1
79,140,403991971,1
72,74,403991972,1
35,20,403991980,1
41,85,403991989,1
79,145,403991998,1
67,140,403992003,-1
111,130,403992007,-1
17,48,403992007,-1
65,80,403992008,-1
63,127,403992010,-1
107,149,403992012,1
24,88,403992012,-1
107,147,403992035,1
59,68,403992048,1
44,87,403992051,1
66,142,403992061,-1
71,72,403992071,1
63,71,403992072,1
44,90,403992089,-1
44,92,403992099,-1
12,67,403992110,-1
77,149,403992146,-1
56,71,403992167,-1
44,94,403992172,-1
47,94,403992174,-1
32,78,403992178,-1
42,89,403992182,-1
27,96,403992184,-1
31,79,403992197,-1
77,158,403992197,-1
106,155,403992201,1
77,154,403992202,1
80,158,403992213,1
48,44,403992216,1
41,37,403992239,1
62,69,403992251,1
66,140,403992268,-1
26,22,403992269,1
48,96,403992271,-1
61,80,403992276,-1
113,134,403992281,1
68,71,403992286,1
86,156,403992287,1
57,77,403992299,-1
77,165,403992316,1
59,74,403992333,-1
21,66,403992346,-1
17,49,403992354,-1
111,127,403992355,-1
16,62,403992356,-1
50,57,403992357,-1
43,90,403992360,-1
65,68,403992371,1
37,83,403992372,-1
86,92,403992377,1
64,69,403992379,1
97,105,403992383,-1
45,87,403992385,1
69,68,403992396,1
66,157,403992398,1
66,113,403992402,1
39,38,403992413,1
62,67,403992425,1
46,92,403992427,-1
42,88,403992440,-1
47,97,403992445,-1
27,22,403992457,1
23,75,403992462,-1
60,86,403992477,-1
112,139,403992479,1
37,39,403992487,1
45,37,403992487,1
80,143,403992504,1
14,136,403992518,-1
47,92,403992521,-1
27,58,403992529,-1
28,55,403992529,-1
59,75,403992530,-1
45,48,403992530,-1
99,154,403992534,-1
59,159,403992542,-1
94,158,403992570,-1
50,51,403992586,1
63,69,403992587,1
45,91,403992614,-1
30,76,403992617,-1
65,124,403992619,-1
55,89,403992620,-1
57,76,403992622,-1
58,88,403992627,-1
77,155,403992652,1
69,70,403992654,1
62,68,403992664,1
80,142,403992668,1
79,134,403992690,1
75,80,403992692,1
77,153,403992710,1
110,2,403992714,-1
99,148,403992718,-1
58,156,403992727,-1
18,33,403992729,-1
111,140,403992736,1
78,133,403992750,1
83,90,403992759,1
73,76,403992766,1
83,89,403992771,1
57,68,403992788,1
109,138,403992789,1
101,146,403992794,1
43,91,403992799,-1
60,77,403992799,-1
17,176,403992821,-1
112,138,403992826,1
45,92,403992830,-1
80,144,403992834,1
25,32,403992843,1
33,18,403992875,1
41,86,403992902,-1
19,69,403992907,-1
77,157,403992910,1
93,159,403992911,-1
27,72,403992912,-1
61,67,403992912,1
64,112,403992920,-1
79,136,403992934,1
64,145,403992940,-1
64,68,403992940,1
105,156,403992940,1
67,69,403992944,1
109,144,403992965,1
110,143,403992966,1
79,137,403992973,1
44,45,403992981,1
21,67,403992998,-1
104,158,403992998,1
63,111,403993003,-1
22,21,403993009,1
58,158,403993010,-1
68,132,403993015,-1
28,75,403993016,-1
109,121,403993019,-1
67,149,403993043,-1
52,52,403993088,1
77,152,403993090,1
33,42,403993095,1
29,74,403993115,-1
66,123,403993121,-1
74,175,403993144,-1
68,130,403993148,-1
69,71,403993154,1
64,82,403993155,-1
35,40,403993197,1
44,89,403993203,-1
43,89,403993215,-1
45,145,403993216,-1
36,81,403993219,-1
47,93,403993224,-1
79,84,403993234,1
40,51,403993238,1
63,67,403993248,1
90,96,403993251,1
79,144,403993252,1
82,87,403993268,1
110,142,403993269,-1
47,88,403993308,1
63,126,403993310,-1
26,72,403993312,-1
109,130,403993315,-1
48,95,403993316,-1
97,155,403993320,-1
46,94,403993328,-1
39,25,403993338,-1
78,155,403993351,1
28,68,403993354,-1
77,147,403993364,1
32,41,403993365,1
71,133,403993367,-1
48,88,403993369,1
31,18,403993381,1
58,73,403993405,-1
77,159,403993414,1
24,70,403993414,-1
108,140,403993416,1
64,111,403993416,-1
59,108,403993437,-1
41,87,403993442,-1
35,19,403993453,1
79,141,403993458,1
41,84,403993480,1
79,139,403993489,1
50,40,403993493,1
33,35,403993504,1
17,53,403993516,-1
84,122,403993520,-1
59,107,403993528,-1
63,68,403993534,1
25,70,403993534,-1
49,40,403993539,1
43,86,403993582,1
51,45,403993582,1
73,75,403993596,1
35,80,403993602,-1
60,75,403993606,-1
76,166,403993614,-1
58,72,403993620,-1
57,147,403993621,-1
61,78,403993624,-1
74,77,403993630,1
49,51,403993638,1
46,88,403993658,1
105,157,403993667,-1
67,73,403993681,1
83,150,403993681,1
70,146,403993682,-1
25,21,403993694,1
103,159,403993694,1
63,81,403993709,-1
57,71,403993713,-1
67,143,403993717,-1
70,149,403993720,-1
93,157,403993757,-1
30,21,403993761,1
106,143,403993800,1
67,122,403993810,-1
23,68,403993811,-1
60,67,403993827,1
69,69,403993838,1
61,110,403993845,1
106,151,403993851,1
58,68,403993855,1
78,171,403993859,1
109,143,403993863,1
24,21,403993867,1
78,134,403993870,1
47,90,403993908,-1
19,64,403993908,-1
112,137,403993908,1
98,107,403993910,-1
65,112,403993910,-1
60,85,403993910,-1
66,132,403993914,-1
59,172,403993915,-1
29,56,403993920,-1
54,87,403993921,1
101,142,403993930,1
66,68,403993942,1
78,103,403993942,-1
64,67,403993948,1
57,69,403993949,1
40,37,403993955,1
24,35,403993982,1
46,90,403993998,-1
63,135,403993998,-1
52,90,403994001,-1
19,65,403994002,-1
66,128,403994003,-1
71,147,403994005,-1
28,52,403994009,-1
73,88,403994014,-1
67,72,403994021,1
42,85,403994022,1
48,97,403994033,-1
40,85,403994035,-1
81,86,403994039,1
43,36,403994058,1
81,127,403994062,-1
77,169,403994069,1
58,71,403994080,-1
56,86,403994082,1
21,65,403994085,-1
13,172,403994099,-1
64,81,403994100,-1
102,139,403994101,-1
84,90,403994111,1
48,87,403994119,1
50,41,403994129,1
62,111,403994131,-1
35,91,403994131,-1
58,74,403994139,-1
106,150,403994145,1
34,80,403994151,-1
79,138,403994175,1
49,39,403994181,1
79,131,403994185,1
36,82,403994188,-1
75,165,403994189,-1
65,81,403994195,-1
98,112,403994216,-1
65,70,403994229,1
47,43,403994260,1
22,38,403994270,-1
50,88,403994276,1
110,137,403994279,1
30,75,403994282,-1
101,147,403994282,-1
55,72,403994284,-1
39,84,403994285,-1
46,87,403994292,1
28,53,403994296,-1
56,73,403994316,-1
70,70,403994326,1
45,36,403994328,1
80,147,403994336,1
57,70,403994357,-1
60,76,403994369,-1
63,82,403994371,-1
46,147,403994373,-1
68,144,403994379,-1
98,154,403994386,-1
63,101,403994388,-1
67,124,403994393,-1
17,46,403994403,-1
34,30,403994426,1
48,41,403994426,1
24,69,403994457,-1
44,86,403994458,1
43,85,403994465,1
51,51,403994474,1
28,21,403994480,1
114,136,403994493,1
65,67,403994497,1
50,90,403994509,-1
107,148,403994512,-1
47,87,403994517,1
59,67,403994518,1
67,74,403994532,1
28,66,403994533,-1
44,90,403994537,-1
18,63,403994541,-1
63,84,403994549,-1
105,145,403994555,-1
102,160,403994556,1
26,24,403994565,1
80,141,403994586,1
23,21,403994607,1
61,83,403994630,-1
71,118,403994632,-1
59,77,403994636,-1
53,116,403994636,-1
67,135,403994638,-1
72,135,403994638,-1
49,95,403994640,-1
68,147,403994654,-1
79,153,403994660,1
61,68,403994674,1
47,37,403994678,1
64,146,403994687,1
59,73,403994700,-1
38,38,403994702,1
65,80,403994711,-1
12,171,403994712,-1
69,100,403994716,-1
61,76,403994723,-1
105,123,403994728,-1
57,127,403994731,-1
96,105,403994797,1
59,74,403994798,-1
100,162,403994799,1
55,86,403994803,1
45,89,403994805,-1
